Runs continuously. Clunky but so what?
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 11:24,192.168.193.90,64,845,909
11-11-15 11:24,192.168.193.91,160,1470,1630
11-11-15 11:24,192.168.193.92,208,1412,1620
11-11-15 11:24,192.168.193.93,377,1639,2016
11-11-15 11:24,All,809,5366,6175
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 11:39,192.168.193.90,68,832,900
11-11-15 11:39,192.168.193.91,171,1477,1648
11-11-15 11:39,192.168.193.92,210,1490,1700
11-11-15 11:39,192.168.193.93,404,1651,2055
11-11-15 11:39,All,853,5450,6303
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 11:54,192.168.193.90,59,851,910
11-11-15 11:54,192.168.193.91,174,1403,1577
11-11-15 11:54,192.168.193.92,220,1474,1694
11-11-15 11:54,192.168.193.93,405,1668,2073
11-11-15 11:54,All,858,5396,6254
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 12:09,192.168.193.90,56,862,918
11-11-15 12:09,192.168.193.91,160,1400,1560
11-11-15 12:09,192.168.193.92,228,1416,1644
11-11-15 12:09,192.168.193.93,410,1624,2034
11-11-15 12:09,All,854,5302,6156
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 12:24,192.168.193.90,52,855,907
11-11-15 12:24,192.168.193.91,166,1453,1619
11-11-15 12:24,192.168.193.92,216,1444,1660
11-11-15 12:24,192.168.193.93,345,1647,1992
11-11-15 12:24,All,779,5399,6178
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 12:39,192.168.193.90,50,842,892
11-11-15 12:39,192.168.193.91,132,1420,1552
11-11-15 12:39,192.168.193.92,196,1424,1620
11-11-15 12:39,192.168.193.93,332,1547,1879
11-11-15 12:39,All,710,5233,5943
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 12:54,192.168.193.90,49,673,722
11-11-15 12:54,192.168.193.91,127,1268,1395
11-11-15 12:54,192.168.193.92,193,1370,1563
11-11-15 12:54,192.168.193.93,323,1522,1845
11-11-15 12:54,All,692,4833,5525
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 13:09,192.168.193.90,53,657,710
11-11-15 13:09,192.168.193.91,130,1296,1426
11-11-15 13:09,192.168.193.92,196,1037,1233
11-11-15 13:09,192.168.193.93,311,1290,1601
11-11-15 13:09,All,690,4280,4970
Press [CTRL+C] to stop..
Hello World - WLC client scan
timestamp,ip,ltap_p,lt_open,total
11-11-15 13:24,192.168.193.90,56,667,723
